A.;Jag;Je t'aime Juliette;unknown;unknown;unknown;Je t'aime Juliette - A. Jag;OXC7Fd0ZN8o;A Jag Je t'aime Juliette OXC7FdZN8o;6955346875
Besset;Julian Raoul;By the Fireside;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;Besset Julian Raoul By the Fireside wqJuSYqSG38;29854946875
Besset;Julian Raoul;Cantilenes pour Sabine;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Columbusong;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Cries;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Dialogues dans l'Ombre;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Distractions;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Epithalames;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Extase;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Extemporaries;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Facetten-Suite;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Flashpivots;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Fragment of Time 1;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Fragment of Time 2;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Gestuelles;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Improvisations;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Inventions;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Lamenting the Forbidden Isles;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Left Overs;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;The Londonderry Rambles for Organ;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Lyrical Breaks;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Meandres;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Meditationen;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Melancholic Sonatina;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Mes petits supplices;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Miniatures;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Nappes;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Nocturnals;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Organ Antiphons;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Organ Symphony;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Out of Step Marches;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Perfect Imperfections;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.1;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.2;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.3;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.4;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.5;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.6;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.7;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Piano Sonata No.8;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Quadrapedics;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Reminiscences;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Representations;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Reprises pour Piano;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Rumors from Spain;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Semi-Light Rhythmic Pieces for Organ;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Sinfonia per Organo;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Sketches for a Paean;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;SoloSweet;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Sonata-Momentosa;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Sonate-Caprice;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;The Swan's Skirl;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;Besset Julian Raoul The Swan's Skirl wqJuSYqSG38;29854946875
Besset;Julian Raoul;T Dances;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;That Lost Flute;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Violin Sonata No.1;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Violin Sonata No.2;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Vocals;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Wacky Scherzo;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Wayside Songs;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Whimsical Suite;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Wings Unfolding Wings Unfolded;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Besset;Julian Raoul;Zonations;unknown;unknown;unknown;The Swan's Skirl by Julian Raoul Besset (*1939);wqJuSYqSG38;;0
Beyer;Ferdinand;8 Airs populaires americains en rondinettos Op.95;unknown;1803;1863;Ferdinand Beyer : Miss Lucy Long (Rondinetto) Op. 93 No. 2;Wc-SWAOtctQ;;0
Beyer;Ferdinand;Azalia-polka;unknown;1803;1863;Ferdinand Beyer: Azalia Polka;u4CfIu047hY;Beyer Ferdinand Azalia-polka u4CfIu47hY;18918146875
Beyer;Ferdinand;Miss Lucy Long;unknown;1803;1863;Ferdinand Beyer : Miss Lucy Long (Rondinetto) Op. 93 No. 2;Wc-SWAOtctQ;Beyer Ferdinand Miss Lucy Long Wc-SWAOtctQ;11091746875
Beyer;Ferdinand;Nocturne Op.81;unknown;1803;1863;Ferdinand Beyer Op 101 81;glqq-_8OT5U;Beyer Ferdinand Nocturne Op81 glqq-_8OT5U;3686546875
Beyer;Ferdinand;Polka-redowa;unknown;1803;1863;Ferdinand Beyer: Azalia Polka;u4CfIu047hY;Beyer Ferdinand Polka-redowa u4CfIu47hY;18918146875
Beyer;Ferdinand;Sanitary Fair Polka;unknown;1803;1863;Ferdinand Beyer: Azalia Polka;u4CfIu047hY;;0
Bial;Rudolf;Geistinger Polka;unknown;1834;1881;Geistinger Polka (Rudolf Bial);mRHcCqUkrPA;Bial Rudolf Geistinger Polka mRHcCqUkrPA;20833346875
Bial;Rudolf;Lockvogel Polka;unknown;1834;1881;Geistinger Polka (Rudolf Bial);mRHcCqUkrPA;Bial Rudolf Lockvogel Polka mRHcCqUkrPA;20833346875
Bial;Rudolf;Marie Polka;unknown;1834;1881;Geistinger Polka (Rudolf Bial);mRHcCqUkrPA;Bial Rudolf Marie Polka mRHcCqUkrPA;20833346875
Bianciardi;Francesco;Ave gratia plena;unknown;1570;1607;Ave Gratia Plena (for three lutes) - (Francesco Bianciardi);jq3Z6Uw26n8;Bianciardi Francesco Ave gratia plena jq3Z6Uw26n8;14050946875
Bianciardi;Francesco;Extollens vocem;unknown;1570;1607;extollens vocem (lifting voice) for three lutes (Francesco Bianciardi);z11HkYdp590;Bianciardi Francesco Extollens vocem z11HkYdp59;12556946875
Bihari;Janos;Hadik obester notaja;Hungarian;1764;1827;?? Bihari Janos - Hadik obester notaja ????;qOL59spPi_M;Bihari Janos Hadik obester notaja qOL59spPi_M;18705746875
Bill;Hans;Prelude in B-flat major;unknown;unknown;unknown;JS. Bach Prelude and Fugue No. 21 in B flat major BWV 866 (WTC I). Andras Schiff;Y9KHhjUwG14;Bill Hans Prelude in B-flat major Y9KHhjUwG14;18457346875
Billema;Raffaele;Das Gezwitscher der Vogel Op.48;unknown;unknown;unknown;Billema - Das Gezwitscher der Vogel Op.48;LBYn0ygC3Rw;Billema Raffaele Das Gezwitscher der Vogel Op48 LBYnygC3Rw;24361346875
Binet;Frederic;Arietta Op.54;unknown;unknown;unknown;Frederic Binet: Arietta Op. 54;BfrHZ2LsU9o;Binet Frederic Arietta Op54 BfrHZ2LsU9o;14025746875
Binet;Frederic;Cantabilette Op.103;unknown;unknown;unknown;Frederic Binet: Cantabilette Op. 103;LkO7JMeTsv0;Binet Frederic Cantabilette Op13 LkO7JMeTsv;15418946875
Binet;Frederic;Les paginettes Op.133;unknown;unknown;unknown;Frederic Binet: Sur les coteaux Op. 90;7ZD-0l_xPL8;;0
Binet;Frederic;Serenade rose Op.101;unknown;unknown;unknown;Frederic Binet: Serenade Rose Op. 101;lJlYAqUcIWE;Binet Frederic Serenade rose Op11 lJlYAqUcIWE;16444946875
Binet;Frederic;Sur les coteaux Op.90;unknown;unknown;unknown;Frederic Binet: Sur les coteaux Op. 90;7ZD-0l_xPL8;Binet Frederic Sur les coteaux Op9 7ZD-l_xPL8;16513346875
Binet;Frederic;Valse elegante Op.61;unknown;unknown;unknown;Frederic Binet: Valse Mignarde Op. 108;X0TKzZVqBkI;;0
Binet;Frederic;Valse mignarde Op.108;unknown;unknown;unknown;Frederic Binet: Valse Mignarde Op. 108;X0TKzZVqBkI;Binet Frederic Valse mignarde Op18 XTKzZVqBkI;14623346875
Binet;Frederic;Valse radieuse Op.113;unknown;unknown;unknown;Frederic Binet: Valse Mignarde Op. 108;X0TKzZVqBkI;;0
Binet;Frederic;Valse-barcarolle Op.58;unknown;unknown;unknown;Frederic Binet: Valse Mignarde Op. 108;X0TKzZVqBkI;;0
Biondi;Giovanni Battista;O quam suavis est Domine spiritus tuus a 4;unknown;unknown;unknown;Anerio - O quam suavis est Domine spiritus tuus;u36ohcGDRAw;Biondi Giovanni Battista O quam suavis est Domine spiritus tuus a 4 u36ohcGDRAw;13550546875
Bishop;Henry Rowley;Aladdin;British;1786;1855;Home Sweet Home - Henry Rowley Bishop;mLhJJm32ADg;;0
Bishop;Henry Rowley;Chime Again Beautiful Bells;British;1786;1855;Henry Bishop (transc. Brinley Richards ): Chime again beautiful bells;lypxR4WRq-A;Bishop Henry Rowley Chime Again Beautiful Bells lypxR4WRq-A;21693746875
Bishop;Henry Rowley;Cortez;British;1786;1855;Home Sweet Home - Henry Rowley Bishop;mLhJJm32ADg;;0
Bishop;Henry Rowley;The Gnome King;British;1786;1855;Home Sweet Home - Henry Rowley Bishop;mLhJJm32ADg;;0
Bishop;Henry Rowley;Home Sweet Home;British;1786;1855;Home Sweet Home - Henry Rowley Bishop;mLhJJm32ADg;Bishop Henry Rowley Home Sweet Home mLhJJm32ADg;18345746875
Bishop;Henry Rowley;The Knight of Snowdoun;British;1786;1855;Home Sweet Home - Henry Rowley Bishop;mLhJJm32ADg;;0
Bishop;Henry Rowley;Maid Marian;British;1786;1855;Home Sweet Home - Henry Rowley Bishop;mLhJJm32ADg;;0
Bishop;Henry Rowley;The Maniac;British;1786;1855;Home Sweet Home - Henry Rowley Bishop;mLhJJm32ADg;;0
Bitzan;Wendelin;Fantasia come una Sonata EV 32;unknown;unknown;unknown;Wendelin Bitzan - Fantasia come una Sonata for piano (2003);crypHeTRyGU;Bitzan Wendelin Fantasia come una Sonata EV 32 crypHeTRyGU;55699346875
Bitzan;Wendelin;Introduction and Waltz EV 28;unknown;unknown;unknown;Wendelin Bitzan - Introduction and Waltz for piano (2001);hBPePpCOhMs;Bitzan Wendelin Introduction and Waltz EV 28 hBPePpCOhMs;22514546875
Bizet;Georges;Nocturne in D major;French;1838;1875;Bizet Nocturne in D Major (1868);E0OmCB2OvX0;Bizet Georges Nocturne in D major EOmCB2OvX;25905746875
Bizet;Georges;Romances sans paroles;French;1838;1875;Bizet Romance sans paroles: Venise;e9NnKUXru9w;Bizet Georges Romances sans paroles e9NnKUXru9w;43509746875
Bizet;Georges;Variations chromatiques de concert;French;1838;1875;Bizet Variations chromatiques de concert;NigEhGS557M;Bizet Georges Variations chromatiques de concert NigEhGS557M;78757346875
Blagoy;Dmitry;Variations on a Russian Theme;unknown;1930;1986;Sergei Lyapunov - Variations and Fugue on a Russian Theme Op. 49 (GSARCI VIDEO REVIVAL);5zJY4-Zm3rU;Blagoy Dmitry Variations on a Russian Theme 5zJY4-Zm3rU;75506546875
Blake;Charles Dupee;Angel's Greeting Op.110;unknown;unknown;unknown;Charles D. Blake: The Angel's Greeting (Reverie Angelique) Op. 110;do2VS-Z40VQ;Blake Charles Dupee Angel's Greeting Op11 do2VS-Z4VQ;25675346875
Blake;Charles Dupee;Clayton's Grand Waltz;unknown;unknown;unknown;Charles Delioux - 2 Valses Op.78/1;TzSZwAzSBow;;0
Blanchet;Emile-Robert;Rhapsodie Turque Op.45;unknown;unknown;unknown;Blanchet Rapsodie Turque op. 45 Wolfgang Weller 2012.;PoeO7B9OIds;Blanchet Emile-Robert Rhapsodie Turque Op45 PoeO7B9OIds;38210546875
Blanchet;Emile-Robert;Turquie Op.18;unknown;unknown;unknown;"""Emile Robert Blanchet Turquie op 18 """" Le matin du Bosphorus""""""";3cxs96W2mWM;Blanchet Emile-Robert Turquie Op18 3cxs96W2mWM;16362146875
Blasco de Nebra;Manuel;6 Keyboard Sonatas Op.1;Spanish;1750;1784;Manuel Blasco de Nebra: Sonata No.1 en do menor Op. 1;FeaNA6iuHN8;Blasco de Nebra Manuel 6 Keyboard Sonatas Op1 FeaNA6iuHN8;58046546875
Blitzstein;Marc;Percussion Music;American;1905;1964;Marc Blitzstein: Piano percussion music (1929);4aAyZIhjb2g;Blitzstein Marc Percussion Music 4aAyZIhjb2g;71967746875
Bloch;Ernest;Enfantines B.49;American;1880;1959;ABRSM Piano 2019-2020 Grade 5 B:4 B4 Bloch Dream (Enfantines No.10) Sheet Music;lcFQvtfR-iY;Bloch Ernest Enfantines B49 lcFQvtfR-iY;11574146875
Bloch;Jozsef;Petite fantaisie hongroise No.1 Op.21;unknown;unknown;unknown;Bloch op.21 - Petite fantaisie Hongroise;eLWpqnidCJE;Bloch Jozsef Petite fantaisie hongroise No1 Op21 eLWpqnidCJE;25866146875
Bloch;Jozsef;Suite poetique Op.26;unknown;unknown;unknown;Bloch op.21 - Petite fantaisie Hongroise;eLWpqnidCJE;;0
Blockx;Jan;Esquisse;Belgian;1851;1912;Jan Blockx: Esquisse;MZ8krU0_LZA;Blockx Jan Esquisse MZ8krU_LZA;11678546875
Blockx;Jan;Intermezzo;Belgian;1851;1912;Jan Blockx - Intermezzo;JATe5z1ZUG8;Blockx Jan Intermezzo JATe5z1ZUG8;13863746875
Blon;Franz von;Liebestraum;unknown;unknown;unknown;Franz von Blon: Serenade d'Amour;svHYsQuPC8U;;0
Blon;Franz von;Serenade d'amour;unknown;unknown;unknown;Franz von Blon: Serenade d'Amour;svHYsQuPC8U;Blon Franz von Serenade d'amour svHYsQuPC8U;17776946875
Blon;Franz von;Unter dem Siegesbanner Marsch;unknown;unknown;unknown;Franz von Blon: Serenade d'Amour;svHYsQuPC8U;;0
Blumenfeld;Felix;Allegro de concert Op.7;unknown;unknown;unknown;Felix Blumenfeld - Etude de concert Op. 24 (audio + sheet music);KhEWwK3peb4;Blumenfeld Felix Allegro de concert Op7 KhEWwK3peb4;34606946875
Blumenfeld;Felix;Cloches Op.40;unknown;unknown;unknown;Felix Blumenfeld - Cloches Op. 40 (audio + sheet music);XTL3VUM4knI;Blumenfeld Felix Cloches Op4 XTL3VUM4knI;46908146875
Blumenfeld;Felix;Etude de Concert Op.24;unknown;unknown;unknown;Felix Blumenfeld - Etude de concert Op. 24 (audio + sheet music);KhEWwK3peb4;Blumenfeld Felix Etude de Concert Op24 KhEWwK3peb4;34606946875
Blumenfeld;Felix;Fragments caracteristiques Op.33;unknown;unknown;unknown;Felix Blumenfeld - Cloches Op. 40 (audio + sheet music);XTL3VUM4knI;;0
Blumenfeld;Felix;Impromptu for Piano Op.28;unknown;unknown;unknown;Felix Blumenfeld - Impromptu In B Minor Op. 28 (1898) (Allegro Non Tanto);u-hBRpTJrPw;Blumenfeld Felix Impromptu for Piano Op28 u-hBRpTJrPw;16023746875
Blumenfeld;Felix;2 Impromptus for Piano Op.45;unknown;unknown;unknown;Felix Blumenfeld - 2 Impromptus Op. 45 (audio + sheet music);BUznCxUsUxU;Blumenfeld Felix 2 Impromptus for Piano Op45 BUznCxUsUxU;44002946875
Blumenfeld;Felix;2 Impromptus Op.13;unknown;unknown;unknown;Felix Blumenfeld - 2 Impromptus Op. 45 (audio + sheet music);BUznCxUsUxU;Blumenfeld Felix 2 Impromptus Op13 BUznCxUsUxU;44002946875
Blumenfeld;Felix;Mazurka Op.11;unknown;unknown;unknown;Felix Blumenfeld: 3 Mazurkas Op.35 No.1 in A-flat Major;LJvF_hetF2A;;0
Blumenfeld;Felix;3 Mazurkas Op.35;unknown;unknown;unknown;Felix Blumenfeld: 3 Mazurkas Op.35 No.1 in A-flat Major;LJvF_hetF2A;Blumenfeld Felix 3 Mazurkas Op35 LJvF_hetF2A;29455346875
Blumenfeld;Felix;5 Melodies Op.5;unknown;unknown;unknown;Felix Blumenfeld: Pres de l'Eau : 6 Pieces Op. 38 (performed by Daniel Grimwood);bP077F3PNpQ;;0
Blumenfeld;Felix;6 Melodies Op.15;unknown;unknown;unknown;Felix Blumenfeld: Pres de l'Eau : 6 Pieces Op. 38 (performed by Daniel Grimwood);bP077F3PNpQ;;0
Blumenfeld;Felix;10 Moments lyriques Op.27;unknown;unknown;unknown;Felix Blumenfeld - 10 Moments Lyriques Op. 27 - No. 2: Presto furioso;KbKa_vNYD60;Blumenfeld Felix 1 Moments lyriques Op27 KbKa_vNYD6;7707746875
Blumenfeld;Felix;4 Morceaux Op.2;unknown;unknown;unknown;Felix Blumenfeld ? 4 Preludes for Piano Op.12;f52MOqlY2pI;;0
Blumenfeld;Felix;Nocturne-Fantasie for Piano Op.20;unknown;unknown;unknown;Blumenfeld: Deux Nocturnes op.6 Jouni Somero piano;Cp4YIyMCGt0;;0
Blumenfeld;Felix;2 Nocturnes Op.6;unknown;unknown;unknown;Blumenfeld: Deux Nocturnes op.6 Jouni Somero piano;Cp4YIyMCGt0;Blumenfeld Felix 2 Nocturnes Op6 Cp4YIyMCGt;82195346875
Blumenfeld;Felix;3 Nocturnes Op.51;unknown;unknown;unknown;Blumenfeld: Deux Nocturnes op.6 Jouni Somero piano;Cp4YIyMCGt0;;0
Blumenfeld;Felix;3 Pieces for Piano Op.21;unknown;unknown;unknown;Felix Blumenfeld - 24 Preludes Op. 17 (audio + sheet music);GrHpUtCdz9c;;0
Blumenfeld;Felix;2 Pieces Op.22;unknown;unknown;unknown;Felix Blumenfeld - 24 Preludes Op. 17 (audio + sheet music);GrHpUtCdz9c;;0
Blumenfeld;Felix;2 Pieces Op.37;unknown;unknown;unknown;Felix Blumenfeld - 24 Preludes Op. 17 (audio + sheet music);GrHpUtCdz9c;;0
Blumenfeld;Felix;6 Pieces Op.38;unknown;unknown;unknown;Felix Blumenfeld: Pres de l'Eau : 6 Pieces Op. 38 (performed by Daniel Grimwood);bP077F3PNpQ;Blumenfeld Felix 6 Pieces Op38 bP77F3PNpQ;82112546875
Blumenfeld;Felix;2 Pieces Op.49;unknown;unknown;unknown;Felix Blumenfeld - 2 Impromptus Op. 45 (audio + sheet music);BUznCxUsUxU;;0
Blumenfeld;Felix;4 Preludes for Piano Op.12;unknown;unknown;unknown;Felix Blumenfeld ? 4 Preludes for Piano Op.12;f52MOqlY2pI;Blumenfeld Felix 4 Preludes for Piano Op12 f52MOqlY2pI;49215746875
Blumenfeld;Felix;Suite Polonaise No.1 Op.23;unknown;unknown;unknown;Felix Blumenfeld:Suite Polonaise op 23 Jouni Somero piano;BGUo8S1GHJg;Blumenfeld Felix Suite Polonaise No1 Op23 BGUo8S1GHJg;86342546875
Blumenfeld;Felix;Suite Polonaise No.2 Op.31;unknown;unknown;unknown;Felix Blumenfeld:Suite Polonaise op 23 Jouni Somero piano;BGUo8S1GHJg;;0
Blumenfeld;Felix;Valse-Impromptu Op.16;unknown;unknown;unknown;Felix Blumenfeld - Valse-Impromptu Op. 16 (audio + sheet music);PjfvTqb7IxY;Blumenfeld Felix Valse-Impromptu Op16 PjfvTqb7IxY;22305746875
Blumenthal;Paul;Canzonette;unknown;unknown;unknown;Paul Blumenthal - Canzonette (1906);1KTUltlaQZs;Blumenthal Paul Canzonette 1KTUltlaQZs;18745346875
Blumenthal;Paul;Stimmungsbilder Op.82;unknown;unknown;unknown;"""Paul Blumenthal (1843 - 1930): Stimmungsbilder op. 82 3 """"Einsamer Schafer""""""";uubdFmvUPZk;Blumenthal Paul Stimmungsbilder Op82 uubdFmvUPZk;17215346875
Bobinski;Henryk;Piano Pieces Op.17;unknown;unknown;unknown;Selim Palmgren - 24 Preludes Op. 17 (audio + sheet music);bQZUiRMMx4k;;0
Bobrowicz;Jan Nepomucen;Distraction-rondeau brillant et facile Op.17;Polish;1805;1881;Jan Nepomucen de Bobrowicz (1805 - 1881) - Rondeau op. 17 (Distraction) for guitar;SaPh7bMTnis;Bobrowicz Jan Nepomucen Distraction-rondeau brillant et facile Op17 SaPh7bMTnis;32950946875
Boccherini;Luigi;String Quartet in C major G.240;Italian;1743;1805;Boccherini - String Quartet Op 53 No 5 / G 240 (complete) - Piano Transcription [tbpt127];hdgg_unbilg;Boccherini Luigi String Quartet in C major G24 hdgg_unbilg;51746546875
Bochsa;Nicholas Charles;Duo for 2 Harps Op.19;French;1789;1856;Bochsa Duo for 2 Harps Op.19;BHhcBZUjgIg;Bochsa Nicholas Charles Duo for 2 Harps Op19 BHhcBZUjgIg;39852146875
Bochsa;Nicholas Charles;Duo for Harp and Piano;French;1789;1856;Bochsa Duo for 2 Harps Op.19;BHhcBZUjgIg;;0
Bochsa;Nicholas Charles;Duo for Horn and Harp Op.18;French;1789;1856;Bochsa Duo for 2 Harps Op.19;BHhcBZUjgIg;;0
Bodom;Erika;Kattevalsen;unknown;1861;1942;Erika Bodom : Midtsommer Serenade;KMQvvlsbhZ8;;0
Bodom;Erika;Midtsommer serenade;unknown;1861;1942;Erika Bodom : Midtsommer Serenade;KMQvvlsbhZ8;Bodom Erika Midtsommer serenade KMQvvlsbhZ8;21528146875
Bodom;Erika;Sommeraften i Balholm Op.8;unknown;1861;1942;Erika Bodom : Sommeraften i Balholm (Summer evening in Balholm) Op. 8;b6ExyoXjzjM;Bodom Erika Sommeraften i Balholm Op8 b6ExyoXjzjM;14598146875
Boeck;August de;Kinderdeuntjes;Belgian;1865;1937;August De Boeck : Sprookje (Fabliau Fairy Tale) #9 from Ariettes (Kinderdeuntjes);Z1esYLk1tz0;Boeck August de Kinderdeuntjes Z1esYLk1tz;16664546875
